content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,content_age_days,age_tier,age_tier_order,days_since_last_update,freshness_tier,word_count_tier,char_count_tier,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,impression_tier,position_tier,trend_direction,trend_pct,content_hash_id,gsc_clicks,gsc_impressions,gsc_avg_position,gsc_ctr,is_declining,staleness_bucket,action_score,reason_code,action_label
content_36ff89c8214e,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,,,,,295097,154,268,238,232,4,0,12,88,67,106985,35,55,106412,63,128,144,91-180,4,104,91-180,,,0.05,7.3,1.68,4.48,0.0,excellent,page_1,stable,0.5,content_36ff89c8214e,154,295097,7.3,0.0005,0,91-180d,0.709972602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_074ba6ead17b,client_d029fa3a95,0.0,0.0,LOW,0.0,keyword article,informational,3994.0,27901.0,,gemini-2.5-flash,533,0,2,2,2,0,0,1,87,2,115,0,0,181,0,0,232,181-365,5,183,181+,3500+,25000+,0.0,48.0,0.0,50.0,0.0,moderate,page_3_5,down,-36.5,content_074ba6ead17b,0,533,48.0,0.0,1,>180d (Stale),0.7096495954866218,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_813e88069237,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,commercial,4610.0,30146.0,,gemini-3-flash-preview,233561,129,1851,1538,1552,21,8,192,88,80,62744,56,209,94762,47,91,153,91-180,4,104,91-180,3500+,25000+,0.06,26.2,1.37,10.37,0.52,excellent,page_3_5,down,-33.8,content_813e88069237,129,233561,26.2,0.0006,1,91-180d,0.709172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_91652435f57a,client_19581e27de,10.0,0.29,LOW,0.09,keyword article,commercial,,,,,159590,100,117,103,100,0,0,3,88,50,74135,49,55,75160,31,34,257,181-365,5,104,91-180,,,0.06,7.8,0.0,2.56,0.0,excellent,page_1,stable,-1.4,content_91652435f57a,100,159590,7.8,0.0006,0,91-180d,0.709172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_b28d1efd668f,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,transactional,6901.0,44938.0,,gemini-3-flash-preview,286608,169,989,626,620,24,6,65,88,86,91655,68,202,110679,61,127,153,91-180,4,104,91-180,3500+,25000+,0.06,26.2,3.83,6.57,0.96,excellent,page_3_5,stable,-17.2,content_b28d1efd668f,169,286608,26.2,0.0006,0,91-180d,0.709172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_d0cc5baa4995,client_19581e27de,10.0,0.19,LOW,0.0,keyword article,transactional,,,,,83651,28,71,69,68,1,0,15,88,40,18137,5,33,27646,12,24,148,91-180,4,104,91-180,,,0.03,6.6,1.45,21.13,0.0,excellent,page_1,down,-34.4,content_d0cc5baa4995,28,83651,6.6,0.0003,1,91-180d,0.7084716558910913,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_4c76e9b13aea,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,transactional,,,,,127952,92,143,126,121,2,0,4,88,63,55948,32,44,30000,29,50,148,91-180,4,104,91-180,,,0.07,7.4,1.59,2.8,0.0,excellent,page_1,up,86.5,content_4c76e9b13aea,92,127952,7.4,0.0007000000000000001,0,91-180d,0.7083726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_c9e444095b72,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,transactional,4955.0,32139.0,,gemini-3-flash-preview,110205,82,925,633,631,14,6,74,88,71,53808,30,200,32680,40,88,216,181-365,5,104,91-180,3500+,25000+,0.07,31.1,2.21,8.0,0.95,excellent,page_3_5,up,64.7,content_c9e444095b72,82,110205,31.1,0.0007000000000000001,0,91-180d,0.7083726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_97a86caf3a3d,client_19581e27de,40.0,0.04,LOW,0.0,keyword article,transactional,,,,,147670,97,152,143,135,6,0,14,88,65,29871,21,50,51661,31,61,153,91-180,4,104,91-180,,,0.07,6.4,4.2,9.21,0.0,excellent,page_1,down,-42.2,content_97a86caf3a3d,97,147670,6.4,0.0007000000000000001,1,91-180d,0.7083726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_5d3dfb80a423,client_19581e27de,140.0,0.07,LOW,0.07,keyword article,commercial,,,,,97235,72,83,73,72,0,0,5,88,47,43905,18,29,31628,27,25,313,181-365,5,104,91-180,,,0.07,6.5,0.0,6.02,0.0,excellent,page_1,up,38.8,content_5d3dfb80a423,72,97235,6.5,0.0007000000000000001,0,91-180d,0.7078856861379156,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_05e9b4cd9ccf,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6974.0,44529.0,,gemini-3-flash-preview,179002,152,754,549,542,3,0,61,88,83,40106,65,134,69282,52,69,299,181-365,5,104,91-180,3500+,25000+,0.08,22.1,0.55,8.09,0.0,excellent,page_3_5,down,-42.1,content_05e9b4cd9ccf,152,179002,22.1,0.0008,1,91-180d,0.707572602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_40c50ec4c06e,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5152.0,32620.0,,gemini-3-flash-preview,90972,51,333,191,188,4,0,7,88,63,16073,17,111,34114,12,29,299,181-365,5,104,91-180,3500+,25000+,0.06,22.3,2.09,2.1,0.0,excellent,page_3_5,down,-52.9,content_40c50ec4c06e,51,90972,22.3,0.0006,1,91-180d,0.7075291034035942,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_029a207c8452,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5154.0,32783.0,,gemini-3-flash-preview,89346,53,609,338,338,3,9,13,88,66,36848,30,202,31359,16,74,216,181-365,5,104,91-180,3500+,25000+,0.06,29.4,0.89,2.13,2.66,excellent,page_3_5,stable,17.5,content_029a207c8452,53,89346,29.4,0.0006,0,91-180d,0.7072158017317726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_647e177596e9,client_19581e27de,70.0,0.03,LOW,0.06,keyword article,transactional,,,,,111222,103,146,133,131,3,1,7,88,57,32698,22,63,38607,36,47,313,181-365,5,104,91-180,,,0.09,7.4,2.26,4.79,0.75,excellent,page_1,stable,-15.3,content_647e177596e9,103,111222,7.4,0.0009,0,91-180d,0.7067726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_42d423551e2c,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,commercial,4896.0,32084.0,,gemini-3-flash-preview,106652,96,382,240,232,16,0,27,88,69,27255,30,60,38083,24,48,286,181-365,5,104,91-180,3500+,25000+,0.09,4.8,6.67,7.07,0.0,excellent,page_1,down,-28.4,content_42d423551e2c,96,106652,4.8,0.0009,1,91-180d,0.7067726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_a5dbb404bdc2,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2691.0,17851.0,google,gemini-3-flash-preview,79035,59,46,44,44,3,0,6,88,29,31757,17,24,30774,27,15,106,91-180,4,106,91-180,2000-3500,15000-25000,0.07,8.7,6.82,13.04,0.0,excellent,page_1,stable,3.2,content_a5dbb404bdc2,59,79035,8.7,0.0007000000000000001,0,91-180d,0.7064773816639531,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_9a29e017706f,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5474.0,34544.0,,gemini-3-flash-preview,70471,13,788,689,688,2,0,91,88,58,9702,7,95,24971,2,24,299,181-365,5,104,91-180,3500+,25000+,0.02,40.8,0.29,11.55,0.0,excellent,page_3_5,down,-61.1,content_9a29e017706f,13,70471,40.8,0.0002,1,91-180d,0.7062932666188524,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_a2d6e73bc1eb,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6383.0,42456.0,,gemini-3-flash-preview,109568,106,1261,699,694,9,6,26,88,72,47365,48,499,38161,38,103,211,181-365,5,104,91-180,3500+,25000+,0.1,29.6,1.29,2.06,0.86,excellent,page_3_5,up,24.1,content_a2d6e73bc1eb,106,109568,29.6,0.001,0,91-180d,0.705972602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_f02b48f88241,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5876.0,38718.0,,gemini-3-flash-preview,181514,178,512,272,270,25,4,31,88,67,88590,111,158,50823,46,69,223,181-365,5,104,91-180,3500+,25000+,0.1,25.8,9.19,6.05,1.47,excellent,page_3_5,up,74.3,content_f02b48f88241,178,181514,25.8,0.001,0,91-180d,0.705972602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_79b176b92c1b,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,7661.0,49165.0,,gemini-3-flash-preview,113696,114,419,262,260,17,40,24,88,74,19886,35,87,41485,41,60,287,181-365,5,104,91-180,3500+,25000+,0.1,27.2,6.49,5.73,15.27,excellent,page_3_5,down,-52.1,content_79b176b92c1b,114,113696,27.2,0.001,1,91-180d,0.705972602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_87dfc063bf4e,client_19581e27de,30.0,0.09,LOW,0.14,keyword article,commercial,,,,,90991,72,174,159,154,7,0,39,88,63,19394,19,82,37184,28,53,153,91-180,4,104,91-180,,,0.08,4.5,4.4,22.41,0.0,excellent,page_1,down,-47.8,content_87dfc063bf4e,72,90991,4.5,0.0008,1,91-180d,0.7059327311760497,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_1a73ab830798,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5858.0,38519.0,,gemini-3-flash-preview,95123,82,848,604,595,8,3,64,88,70,22477,32,192,26223,22,68,144,91-180,4,104,91-180,3500+,25000+,0.09,25.9,1.32,7.55,0.5,excellent,page_3_5,stable,-14.3,content_1a73ab830798,82,95123,25.9,0.0009,0,91-180d,0.7059042069093671,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_fd16e3475c29,client_d029fa3a95,0.0,0.0,LOW,0.0,keyword article,informational,4215.0,29822.0,,gemini-2.5-flash,429,0,1,1,1,0,0,1,83,1,106,0,0,157,0,0,232,181-365,5,183,181+,3500+,25000+,0.0,9.0,0.0,100.0,0.0,moderate,page_1,down,-32.5,content_fd16e3475c29,0,429,9.0,0.0,1,>180d (Stale),0.705886683428663,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_013a5d3dfc26,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,4540.0,29333.0,,gemini-3-flash-preview,65652,9,186,116,115,0,2,7,88,35,23684,6,47,21793,2,28,148,91-180,4,104,91-180,3500+,25000+,0.01,25.7,0.0,3.76,1.72,excellent,page_3_5,stable,8.7,content_013a5d3dfc26,9,65652,25.7,0.0001,0,91-180d,0.7058627857746761,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_149c671a2a91,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,transactional,5127.0,34178.0,,gemini-3-flash-preview,15,0,10,5,5,0,0,0,12,5,5,0,3,10,0,2,236,181-365,5,235,181+,3500+,25000+,0.0,19.3,0.0,0.0,0.0,low,striking,down,-50.0,content_149c671a2a91,0,15,19.3,0.0,1,>180d (Stale),0.7056990458815794,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_867dc005867d,client_19581e27de,20.0,0.05,LOW,0.0,keyword article,informational,,,,,95522,93,169,149,146,4,0,6,88,62,28790,29,56,40449,30,53,313,181-365,5,104,91-180,,,0.1,6.8,2.68,3.55,0.0,excellent,page_1,down,-28.8,content_867dc005867d,93,95522,6.8,0.001,1,91-180d,0.7051769208786529,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_a7427266c305,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,,,,,201111,219,290,255,251,5,0,11,88,67,63346,66,116,78813,73,87,257,181-365,5,104,91-180,,,0.11,5.7,1.96,3.79,0.0,excellent,page_1,stable,-19.6,content_a7427266c305,219,201111,5.7,0.0011,0,91-180d,0.705172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_ecf52e97fa72,client_6208ef0f77,30.0,0.17,LOW,0.0,keyword article,commercial,5812.0,39688.0,,gemini-3-flash-preview,110665,119,1103,681,680,6,6,33,88,79,26935,32,268,34961,34,140,299,181-365,5,104,91-180,3500+,25000+,0.11,31.7,0.88,2.99,0.88,excellent,page_3_5,down,-23.0,content_ecf52e97fa72,119,110665,31.7,0.0011,1,91-180d,0.705172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_fea6a0d13b4a,client_19581e27de,20.0,0.01,LOW,0.0,keyword article,transactional,,,,,79965,56,66,58,56,0,1,4,88,40,9805,10,15,22711,10,20,313,181-365,5,104,91-180,,,0.07,3.4,0.0,6.06,1.72,excellent,page_1,down,-56.8,content_fea6a0d13b4a,56,79965,3.4,0.0007000000000000001,1,91-180d,0.7044888176438779,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_45fb95832c96,client_19581e27de,20.0,0.35,MEDIUM,0.07,keyword article,transactional,,,,,126633,154,220,184,163,5,1,12,88,66,34994,42,53,47455,45,77,313,181-365,5,104,91-180,,,0.12,7.6,2.72,5.45,0.54,excellent,page_1,down,-26.3,content_45fb95832c96,154,126633,7.6,0.0012,1,91-180d,0.7043726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_fb95edac0fc3,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6569.0,42741.0,,gemini-3-flash-preview,106341,129,1680,1301,1303,24,41,178,88,83,37172,53,181,32225,45,145,223,181-365,5,104,91-180,3500+,25000+,0.12,22.8,1.84,10.6,3.15,excellent,page_3_5,stable,15.4,content_fb95edac0fc3,129,106341,22.8,0.0012,0,91-180d,0.7043726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_40fb6f005d61,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,7269.0,46284.0,,gemini-3-flash-preview,151800,187,1311,926,928,33,9,110,88,86,41473,57,222,66481,93,146,229,181-365,5,104,91-180,3500+,25000+,0.12,26.0,3.56,8.39,0.97,excellent,page_3_5,down,-37.6,content_40fb6f005d61,187,151800,26.0,0.0012,1,91-180d,0.7043726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_e3ff1b093148,client_d029fa3a95,0.0,0.0,LOW,0.0,keyword article,informational,4758.0,33575.0,,gemini-2.5-flash,1408,4,10,9,9,0,0,2,85,9,122,1,1,387,1,3,232,181-365,5,183,181+,3500+,25000+,0.28,7.8,0.0,20.0,0.0,moderate,page_1,down,-68.5,content_e3ff1b093148,4,1408,7.8,0.0028000000000000004,1,>180d (Stale),0.7041043849298536,STALE_LOW_CTR,REFRESH_METADATA_AND_COPY
content_ff67adc622e5,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,commercial,5353.0,36314.0,google,gemini-2.5-flash,71282,36,1227,1006,1009,5,4,112,88,61,9907,8,140,33161,8,84,139,91-180,4,104,91-180,3500+,25000+,0.05,33.6,0.5,9.13,0.4,excellent,page_3_5,down,-70.1,content_ff67adc622e5,36,71282,33.6,0.0005,1,91-180d,0.7040920415009848,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_9e0abcad7411,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5954.0,39617.0,,gemini-3-flash-preview,64635,21,470,309,309,4,0,17,88,47,2105,0,117,3095,2,50,216,181-365,5,104,91-180,3500+,25000+,0.03,36.0,1.29,3.62,0.0,excellent,page_3_5,down,-32.0,content_9e0abcad7411,21,64635,36.0,0.0003,1,91-180d,0.7039915816307838,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_ada8e9b1527e,client_6208ef0f77,10.0,0.02,LOW,0.0,keyword article,commercial,6814.0,45392.0,,gemini-3-flash-preview,73641,44,336,182,178,2,14,4,88,54,12824,13,104,22804,15,44,300,181-365,5,104,91-180,3500+,25000+,0.06,36.0,1.1,1.19,7.69,excellent,page_3_5,down,-43.8,content_ada8e9b1527e,44,73641,36.0,0.0006,1,91-180d,0.7038576257294034,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_896bf2cc27b7,client_19581e27de,110.0,0.0,LOW,0.0,keyword article,informational,,,,,66359,28,65,64,64,1,0,2,88,33,20199,5,21,32546,15,38,236,181-365,5,104,91-180,,,0.04,4.9,1.56,3.08,0.0,excellent,page_1,down,-37.9,content_896bf2cc27b7,28,66359,4.9,0.0004,1,91-180d,0.703648857833819,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_d07ea098353c,client_19581e27de,390.0,0.16,LOW,0.39,keyword article,commercial,,,,,63366,21,38,30,29,1,0,4,88,21,13698,9,9,43925,7,16,258,181-365,5,104,91-180,,,0.03,9.4,3.33,10.53,0.0,excellent,page_1,down,-68.8,content_d07ea098353c,21,63366,9.4,0.0003,1,91-180d,0.7036471286076382,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_396019fec61a,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,,,,gpt-4o-mini,83362,74,71,64,64,5,0,13,88,36,6399,8,13,5779,19,17,445,365+,6,104,91-180,,,0.09,3.8,7.81,18.31,0.0,excellent,page_1,stable,10.7,content_396019fec61a,74,83362,3.8,0.0009,0,91-180d,0.7036115361506897,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_f42eb861c6dd,client_19581e27de,20.0,0.21,LOW,0.0,keyword article,transactional,,,,,152467,191,483,403,364,6,2,16,88,74,47350,60,208,59310,56,152,313,181-365,5,104,91-180,,,0.13,6.5,1.49,3.31,0.5,excellent,page_1,down,-20.2,content_f42eb861c6dd,191,152467,6.5,0.0013,1,91-180d,0.703572602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_1bf1e5b81a61,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,3732.0,23240.0,google,gemini-3-flash-preview,109450,140,555,306,298,25,25,28,88,78,39121,34,130,40948,59,92,124,91-180,4,104,91-180,3500+,15000-25000,0.13,26.7,8.17,5.05,8.17,excellent,page_3_5,stable,-4.5,content_1bf1e5b81a61,140,109450,26.7,0.0013,0,91-180d,0.703572602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_a6b5d7765841,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,,,,,72394,45,102,87,85,0,1,7,88,51,28080,12,41,26738,13,28,236,181-365,5,104,91-180,,,0.06,6.6,0.0,6.86,1.15,excellent,page_1,stable,5.0,content_a6b5d7765841,45,72394,6.6,0.0006,0,91-180d,0.7035609456376701,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_6d7c9e5047f8,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,commercial,7582.0,49027.0,,gemini-3-flash-preview,72309,43,555,333,325,3,2,14,88,80,14618,7,119,18677,19,78,144,91-180,4,104,91-180,3500+,25000+,0.06,39.0,0.9,2.52,0.6,excellent,page_3_5,down,-21.7,content_6d7c9e5047f8,43,72309,39.0,0.0006,1,91-180d,0.7035405372010812,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_04a7f7257e5c,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5951.0,38086.0,,gemini-3-flash-preview,75295,55,428,245,237,7,2,19,88,63,17243,14,121,27615,25,54,144,91-180,4,104,91-180,3500+,25000+,0.07,35.4,2.86,4.44,0.82,excellent,page_3_5,down,-37.6,content_04a7f7257e5c,55,75295,35.4,0.0007000000000000001,1,91-180d,0.7034434789595632,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_0298b6c65145,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,,,,,70968,42,117,101,92,2,0,2,88,55,20195,12,28,27347,11,44,144,91-180,4,104,91-180,,,0.06,6.5,1.98,1.71,0.0,excellent,page_1,down,-26.2,content_0298b6c65145,42,70968,6.5,0.0006,1,91-180d,0.7032153501707828,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_5fe46e04994d,client_4e07408562,1900.0,0.0,LOW,0.0,keyword article,informational,,,,gpt-4o-mini,517715,741,580,520,504,22,2,156,88,88,120791,220,145,218786,250,181,537,365+,6,104,91-180,,,0.14,4.2,4.23,26.9,0.38,excellent,page_1,down,-44.8,content_5fe46e04994d,741,517715,4.2,0.0014000000000000002,1,91-180d,0.7027726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_b511d4bc4ad2,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5591.0,35916.0,,gemini-3-flash-preview,205915,290,1511,937,927,24,46,73,88,90,67028,83,283,83271,120,240,216,181-365,5,104,91-180,3500+,25000+,0.14,27.9,2.56,4.83,4.91,excellent,page_3_5,stable,-19.5,content_b511d4bc4ad2,290,205915,27.9,0.0014000000000000002,0,91-180d,0.7027726027397261,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_94058fab0b5b,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6962.0,44078.0,,gemini-3-flash-preview,54754,8,161,102,101,0,2,7,88,42,8167,4,35,18768,3,16,299,181-365,5,104,91-180,3500+,25000+,0.01,38.4,0.0,4.35,1.96,excellent,page_3_5,down,-56.5,content_94058fab0b5b,8,54754,38.4,0.0001,1,91-180d,0.7027095540716364,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_79308d45682f,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6104.0,39832.0,,gemini-3-flash-preview,99459,137,860,489,482,19,20,44,88,81,35995,68,250,32116,39,114,211,181-365,5,104,91-180,3500+,25000+,0.14,23.2,3.89,5.12,4.09,excellent,page_3_5,stable,12.1,content_79308d45682f,137,99459,23.2,0.0014000000000000002,0,91-180d,0.7026785409355744,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_adfc509e125d,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,6358.0,41859.0,,gemini-3-flash-preview,82633,81,897,587,586,16,26,77,88,75,29614,39,196,26105,28,87,223,181-365,5,104,91-180,3500+,25000+,0.1,29.7,2.73,8.58,4.43,excellent,page_3_5,stable,13.4,content_adfc509e125d,81,82633,29.7,0.001,0,91-180d,0.7026589537725939,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_9d3e9ec47064,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5679.0,37177.0,,gemini-3-flash-preview,68722,43,326,178,177,6,14,10,88,61,19103,10,82,23587,18,49,236,181-365,5,104,91-180,3500+,25000+,0.06,26.2,3.37,3.07,7.87,excellent,page_3_5,stable,-19.0,content_9d3e9ec47064,43,68722,26.2,0.0006,0,91-180d,0.7026566871283041,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_11fcfd65d94c,client_19581e27de,480.0,0.27,LOW,1.41,keyword article,commercial,3372.0,23002.0,google,gemini-3-flash-preview,149083,227,261,241,231,0,0,3,88,69,44335,52,62,76811,106,126,124,91-180,4,104,91-180,2000-3500,15000-25000,0.15,6.2,0.0,1.15,0.0,excellent,page_1,down,-42.3,content_11fcfd65d94c,227,149083,6.2,0.0015,1,91-180d,0.701972602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_c51c2c78ee1c,client_19581e27de,30.0,0.0,LOW,0.0,keyword article,commercial,,,,,83070,89,136,123,118,0,0,0,88,60,33158,31,57,25223,31,49,313,181-365,5,104,91-180,,,0.11,6.6,0.0,0.0,0.0,excellent,page_1,up,31.5,content_c51c2c78ee1c,89,83070,6.6,0.0011,0,91-180d,0.7019505802792543,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_b046d6f5fcd8,client_8527a891e2,260.0,0.0,LOW,0.02,keyword article,informational,2990.0,18321.0,,gpt-4o-mini,77612,81,119,115,107,4,0,8,88,59,20682,20,30,25162,19,26,348,181-365,5,104,91-180,2000-3500,15000-25000,0.1,7.1,3.48,6.72,0.0,excellent,page_1,stable,-17.8,content_b046d6f5fcd8,81,77612,7.1,0.001,0,91-180d,0.7015699815670673,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_26e14d59e257,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,8417.0,54426.0,,gemini-3-flash-preview,93308,133,745,413,405,7,6,14,88,82,26684,36,159,31152,49,131,299,181-365,5,104,91-180,3500+,25000+,0.14,37.2,1.69,1.88,1.45,excellent,page_3_5,stable,-14.3,content_26e14d59e257,133,93308,37.2,0.0014000000000000002,0,91-180d,0.7015695441431035,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_cb112fce36be,client_19581e27de,70.0,0.65,MEDIUM,0.34,keyword article,transactional,2761.0,18472.0,google,gemini-3-flash-preview,309910,492,576,480,454,10,0,17,88,76,72468,134,161,124500,171,197,126,91-180,4,104,91-180,2000-3500,15000-25000,0.16,5.6,2.08,2.95,0.0,excellent,page_1,down,-41.8,content_cb112fce36be,492,309910,5.6,0.0016,1,91-180d,0.701172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_33b4dceecad1,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,,,,,181574,295,381,328,317,2,0,21,88,75,59344,83,118,62878,106,134,144,91-180,4,104,91-180,,,0.16,6.2,0.61,5.51,0.0,excellent,page_1,stable,-5.6,content_33b4dceecad1,295,181574,6.2,0.0016,0,91-180d,0.701172602739726,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_5daaf566b54c,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,8139.0,52118.0,,gemini-3-flash-preview,50013,5,414,352,352,0,6,37,88,35,7802,1,37,17678,3,21,286,181-365,5,104,91-180,3500+,25000+,0.01,26.0,0.0,8.94,1.7,excellent,page_3_5,down,-55.9,content_5daaf566b54c,5,50013,26.0,0.0001,1,91-180d,0.7011362663305175,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_9c8299b55f3c,client_624b60c58c,10.0,0.0,LOW,0.0,keyword article,informational,1902.0,11344.0,,gpt-5-mini,54783,15,39,37,31,0,0,7,88,22,25824,6,22,23716,9,14,356,181-365,5,104,91-180,1000-2000,8000-15000,0.03,8.5,0.0,17.95,0.0,excellent,page_1,stable,8.9,content_9c8299b55f3c,15,54783,8.5,0.0003,0,91-180d,0.7011187522861677,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_11267b0c9023,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5010.0,31914.0,,gemini-3-flash-preview,57314,22,642,400,398,5,9,21,88,53,15485,5,172,17833,8,76,144,91-180,4,104,91-180,3500+,25000+,0.04,42.0,1.25,3.27,2.25,excellent,page_3_5,stable,-13.2,content_11267b0c9023,22,57314,42.0,0.0004,0,91-180d,0.7011033346094897,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_d041ef6f65ca,client_19581e27de,10.0,0.03,LOW,0.0,keyword article,informational,4521.0,34515.0,google,gemini-2.5-flash,78950,89,113,98,91,1,0,5,88,52,31442,29,30,29652,38,50,139,91-180,4,104,91-180,3500+,25000+,0.11,6.2,1.02,4.42,0.0,excellent,page_1,stable,6.0,content_d041ef6f65ca,89,78950,6.2,0.0011,0,91-180d,0.7010669081473081,POOR_SERP_CTR,REWRITE_TITLE_TAG
